text,label 
"It's not, yesterday, anymore I go visiting and I talk loud I try to make myself clear In front of a face that's nearer Than it's ever been before Not this close before Nearer than before Not this close before It is, is a million years ago I hear music and it sounds like bells I feel like my head is high I wish I could meet, every one Meet them all over again Bring them up to my room Meet them all over again Everyone's up in my room And now, now I'm busy, busy again I feel like sitting down but I'm still thinking, thinking about my friends In my garden moments But now I'm speaking out Speaking about my friends Now I'm speaking out Thinking about my friends",Talking Heads
"And all I see is little dots Some are smeared and some are spots Feels like a murder but that's alright Somebody said, there's too much light Pull down the shade and it's alright It will be over in a minute or two I'm charged up, don't put me down Don't feel like talking, don't mess around I feel mean, I feel okay I'm charged up, electricity The boys are making a big mess This makes the girls all start to laugh I don't know what they're talking about The boys are worried, the girls are shocked They pick the sound and let it drop Nobody know what they're talking about I'm charged up, I'm kinda wooden I'm barely moving, I study motion I study myself, I fooled myself I'm charged up, it's pretty intense I'm charged up, don't put me down Don't feel like talking, don't mess around And I feel mean, I feel okay I'm charged up, electricity, that's what I call it",Talking Heads
"Just beginning to take that love away Just beginning to take that love away In a minute I'll wash that love away Even now we remember what we used to say Takes a minute to wash that love away Take a clean break wash that love away Even now we remember what we used to say Even now we remember what we used to say We'll be together if we cut that love away It's a matter of degrees and that's true, that's true And it's taken to extremes and that's why we Work so hard to take that love away Take that love away, take that love away, take that love away Just beginning to take that love away Just beginning to take that love away In a minute I'll wash that love away Even now we remember what we used to say Even now we remember what we used to say We'll be together if we cut that love away It's a matter of degrees and that's true, that's true This is his perspective and it's taken to extremes and That's why we work so hard to take that love away Take that love away, take that love away, take that love away",Talking Heads
"Take a look at these hands. Take a look at these hands. The hand speaks. The hand of a government man. Well I'm a tumbler. Born under punches. I'm so thin. All I want is to breathe. I'm too thin. Won't you breath with me? Find a little space, so we move in-between. In-between it. And keep one step ahead, of yourself. Don't you miss it, don't you miss it. Some 'a you people just about missed it! Last time to make plans! Well I'm a tumbler... I'm a Government Man. Never seen anything like that before. Falling bodies tumble 'cross the floor. Well I'm a tumbler! When you get to where you wanna be. Thank you! Thank you! When you get to where you wanna be. Don't even mention it! Take a look at these hands. They're passing in-between us. Take a look at these hands. Take a look at these hands. You don't have to mention it. No thanks. I'm a Government Man. And the heat goes on...And the heat goes on...And the heat goes on... And the heat goes on...Where the hand has been...And the heat goes on...And the heat goes on...And the heat goes on... And the heat goes on...And the heat goes on...And the heat goes on...And the heat goes on... ...Where the hand has been...And the heat goes on...And the heat goes on... I'm not a drowning man! And I'm not a burning building! (I'm a tumbler!) Drowning cannot hurt a man! Fire cannot hurt a man. (Not the Government Man.) All I want is to breathe. Thank you. Thank you. Won't you breath with me? Find a little space...So we move in-between. I'm so thin. And keep one step ahead of yourself. I'm catching up with myself. All I want is to breathe. Won't you breath with me. Hands of a Government Man. Find a little space so we move in-between. And keep one step ahead of yourself. Don't you miss it! Don't you miss it! And the heat goes on...And the heat goes on...And the heat goes on...And the heat goes on...Where the hand has been...And the heat goes on...And the heat goes on...And the heat goes on...And the heat goes on... Where the hand has been...And the heat goes on...And the heat goes on...And the heat goes on... And the heat goes on...",Talking Heads
"Me. Jones Put a wiggle in your stride Loosen up I believe he'll be alright Changing clothes Now he's got ventilated slacks Bouncing off the walls Mr. Jones is back! Bulge out And wind your waist Tight pants Got curly hair Drinking cold beer From metal cans Moonshine And Handi-Wipes! Mr. Jones is back in town It's his lucky day Hold up your hands and shout Jones is on his way Pitter pat Mr. Jones is back in town Aces high Now his pants are falling down He looks so fine In those patent leather shoes Mr. Jones, you look tired I believe you'll be alright Sales men Conventioneers Some rock stars With tambourines Short skirts And skinny legs Selling bibles And real estate It's a big day for Mr. Jones He is not so square Mr. Jones will stick around He's everybody's friend Fast cars And motorbikes I'm sure glad He's on our side The Jones Gang Down at the bar Watch out, this time They've gone too far They call for Mr. Jones They put him in charge Mr. Jones will help us out He's a lucky guy It is Mr. Jones' Birthday party For another year In his hotel room Party favors It's a holiday",Talking Heads
"Here we stand Like an adam and an eve Waterfalls The garden of eden Two fools in love So beautiful and strong The birds in the trees Are smiling upon them From the age of the dinosaurs Cars have run on gasoline Where, where have they gone? Now, it's nothing but flowers There was a factory Now there are mountains and rivers You got it, you got it We caught a rattlesnake Now we got something for dinner We got it, we got it There was a shopping mall Now it's all covered with flowers You've got it, you've got it If this is paradise I wish I had a lawnmower You've got it, you've got it Years ago I was an angry young man I'd pretend That I was a billboard Standing tall By the side of the road I fell in love With a beautiful highway This used to be real estate Now it's only fields and trees Where, where is the town Now, it's nothing but flowers The highways and cars Were sacrificed for agriculture I thought that we'd start over But I guess I was wrong Once there were parking lots Now it's a peaceful oasis You got it, you got it This was a pizza hut Now it's all covered with daisies You got it, you got it I miss the honky tonks Dairy queens, and 7-elevens You got it, you got it And as things fell apart Nobody paid much attention You got it, you got it I dream of cherry pies, Candy bars, and chocolate chip cookies You got it, you got it We used to microwave Now we just eat nuts and berries You got it, you got it This was a discount store Now it's turned into a cornfield You got it, you got it Don't leave me stranded here I can't get used to this lifestyle",Talking Heads
"Get them out Ah Watch out, you might get what you're after Cool babies, strange but not a stranger I'm an ordinary guy Burning down the house Hold tight, wait 'til the party's over Hold tight, we're in for nasty weather There has, got to be a way Burning down the house Here's your ticket pack your bags Time for jumpin' overboard Transportation isn't here Close enough but not too far, Maybe you know where you are Fightin' fire with fire, huah All wet, hey you might need a raincoat Shakedown, dreams walking in broad daylight Three hundred, sixty five degrees Burning down the house It was once upon a place sometimes, I listen to myself Gonna come in first place People on their way to work say baby what did you expect Gonna burst into flame Go ahead Burning down the house My house, is out of the ordinary That's right, don't want to hurt nobody Some things, sure can sweep me off my feet Burning down the house No visible means of support and you have not seen nothin' yet Everything's stuck together I don't know what you expect staring into the TV set Fightin' fire with fire, huah Yea Burning down the house Burning down the house Burning down the house",Talking Heads
"What about the time? You were rollin' over Fall on your face You must be having fun Walk lightly Think of a time You'd best believe This think is real Put away that gun This part is simple Try to recognize What is in you mind God help us Help us loose our minds These slippery people Help us understand What's the matter with him? He's alright How do you know? The lord won't mind Don't play no games, he's alright Love from the bottom to the top Turn like a wheel, he's alright See for yourself, the Lord won't mind We're gonna move right now Turn like a wheel inside a wheel I remember when Sittin' in the tub Pulled out the plug The water was runnin' out Cool down Stop actin' crazy They're gonna leave And we'll be on our own Seven times five They were living creatures Watch 'em come to life Right before your eyes Backslidin' How do you do? These slippery people Gonna see you through What's the matter with him? He's alright How do you know? The lord won't mind Don't play no games, he's alright Love from the bottom to the top Turn like a wheel, he's alright See for yourself, the Lord won't mind We're gonna move right now Turn like a wheel inside a wheel What's the matter with him? He's alright How do you know? The lord won't mind Don't play no games, he's alright Love from the bottom to the top Turn like a wheel, he's alright See for yourself, the Lord won't mind We're gonna move right now Turn like a wheel inside a wheel What's the matter with him? He's alright How do you know? The lord won't mind Don't play no games, he's alright Love from the bottom to the top Turn like a wheel, he's alright See for yourself, the Lord won't mind We're gonna move right now Turn like a wheel inside a wheel He's alright Love from the bottom Alright Love from the bottom to the top Alright The love from the bottom Right now Turn like a wheel inside a wheel",Talking Heads
"I'm wearin' Fur pajamas I ride a Hot potato It's ticklin' my fancy Speak up, I can't hear you Here on this mountaintop Oh oh oh I got some wild, wild life I got some news to tell you Oh oh About some wild, wild life Here comes the doctor in charge Oh oh oh She's got some wild, wild life Ain't that the way you like it? Oh oh Living wild, wild life I wrestle with your conscience You wrestle with your partner Sittin' on a window sill, but he Spends his time behind closed doors Check out Mr. Businessman Oh oh oh He bought some wild, wild life On the way to the stock exchange Oh oh oh He got some wild, wild life Break it up when he opens the door Oh oh oh He doin' wild, wild life I know that's the way you like it Oh oh Living wild, wild Peace of mind It's a piece of cake Thought control You get on board anytime you like Like sittin' on Pins and needles Things fall apart It's scientific Sleepin' on the interstate Oh oh oh Gettin' wild, wild life Checkin' in, a checkin' out Oh oh oh I got a wild, wild life Spendin' all of my money and time Oh oh oh Done too much wild, wild We wanna go, where we go, where we go Oh oh oh I doin' wild, wild life I know it, that's how we start Oh oh Got some wild, wild life Take a picture, here in the daylight Oh, oh And it's some wild, wild life You've grown so tall, you've grown so fast Oh oh oh Wild, wild I know that's the way you like it Oh, oh Living wild wild wild wild life",Talking Heads
"I'm looking and I'm dreaming for the first time And I'm inside and I'm outside at the same time And everything is real Do I like the way I feel? When the world crashes into my living room Television made me what I am People like to put the television down But we are just good friends, I'm a television man I knew a girl, she was a macho man And I it's alright, I wasn't fooled for long This is the place for me I'm the king, and you're the queen When the world crashes into my living room Television made me what I am People like to put the television down But we are just good friends, I'm a television man Take a walk in the beautiful garden Everyone would like to say hello It doesn't matter what you say Come and take us away The world crashes in, into my living room The world crashes in, into my living room The world crashes in, into my living room The world crashes in, into my living room And we are still good friends (Television man) I'm watching everything (Television man) I'm a television man (Television man) I'm watching everything (Television man) Television man and I'm gonna say We are still good friends and I'm trying to be Watchin' everything and I gotta say We are still good friends you know the way it is Television man I've got what you need We are still good friends I know the way you are Television man I know what you're tryin' to be Watchin' everything and I gotta say That's how the story ends",Talking Heads
"'Round and 'round and we won't let go And where we stop no one knows Uh huh, uh huh Down and down in a spin we turn Looking like we'll never learn Uh huh, uh huh Think about what everyone is saying Ruby dear, oh don't you hear? Late at night when the radio is playing Ruby dear, so looky here Oh this record's broken It slips a beat And all those watermelons Have gone to seed Nothing lives in this dirty little river No one here will shed a tear It dried up but it couldn't run forever Ruby dear that's what we hear I still like the ocean Down by the sea They left that door wide open It tempted me Hounding me from the bedroom to the kitchen Ruby dear, I'm still not here Now they throw the fox amongst the chickens It's too deep, I'll drown in my sleep Angels and prostitutes They might look the same And if to Hell we're going I'll see you there 'Round and 'round and we won't let go And where we stop no one knows Uh huh, uh huh Down the street where the bonfires glow Looking like they lost control Uh huh, uh huh Settle down in that rocking chair Breathing in that rotten air Uh huh, uh huh Johnny Jones fell fast asleep Down a hole where the rocks are steep Uh huh, uh huh",Talking Heads
"Baby your mind is a radio Got a receiver inside my head Baby I'm tuned to your wavelength Lemme tell you what it says Baby, transmitter Oh! picking up something good Hey, radio head The sound of a brand-new world So look at my fingers vibrate From their tip down down to my toes Now I'm receiving your signal We're gonna leave the land of noise Transmitter Oh! picking up something good Hey, radio head The sound of a brand-new world Transmitter Oh! picking up something good Hey, radio head The sound of a brand-new world Now you and I have no secrets Now baby, lemme read your mind I hear everything you're thinking You can't help the way you sound Transmitter Picking up something good Hey, radio head The sound of a brand-new world Transmitter I'm picking up something good Hey, radio head The sound of a brand-new world Oh, radio head Radio head Radio head Radio head",Talking Heads
"One, two One, two, three, four I was born in a house with the television always on Guess I grew up too fast and I forgot my name We're in cities at night and we've got time on our hands So leave the driving to us and it's the real thing And you're rolling in the blender with me And I can love you like a color TV And now love is here, c'mon and try it I got love for sale, got love for sale And now love is here, c'mon and try it I got love for sale, got love for sale You can put your lipstick all over my designer jeans I'll be a video for you, if you turn my dial You can cash my check if you go down to the bank, down at the bank You get two for one, for a limited time, a limited time Push my button, the toast pop's up Love and money, gettin' all mixed up Oh now love is here, c'mon and try it I got love for sale, got love for sale And now love is here, c'mon and try it Got love for sale, I got love for sale Oh love is here, c'mon and try it Love for sale, I got love for sale Oh now love is here, c'mon and try it Oh I got love for sale, I got love here for sale Oh now love is here, c'mon and try it I got love for sale, I got love, love Love, love, love, love, love, love Oh",Talking Heads
"Last time she jumped out the window Well, she only turned and smiled You might think she would say something But you'd have to wait a while Well, the lady don't mind No, no, no, the lady don't mind She just turns her head and disappears I, I kinda like that style Little boat that floats on a river It's drifting through a haze She floats by whenever she wants to Well, there she goes again Well, it's no trouble at all No, no, no trouble at all Well, what she does is Alright with me and I kinda like that style Come on, come on, I go up and down I like this curious feeling, I know, I see It's like make-believe cover your ears So you can hear what I'm saying I'm not lost but I don't know where I am I got a question alright, alright This is what we like Who knows, who knows what I'm thinking? She says love is not what she's after But everybody knows Each time she looks in the mirror But she lets her feelings show Well, the lady don't mind No, no, no, the lady don't mind She just turns around and disappears I, I kinda like that style Here we go again I don't know, I don't know what I'm sayin' Hey man, hey man I sure don't feel the same She likes to say what she's feeling Hey, did I get a big surprise? I know you think so Come on, come on, she says anything Who knows, who knows what she's thinking?",Talking Heads
"On the inside Do you know what you're about When I see you I wanna free you Cos you're always freaking out We could be riding on the waves of an ocean, baby Flying to the beat of our hearts I wanna make you a star Hey Now Now Don't you know It's not really that complicated Hey Now Now When you come and go It's so hard for me to sleep at night Hey Now Now Listen you Think of all of the time we've wasted Hey Now Now, Hey Now Now, Hey Now Now From the outside Looking in I see your bright light Yeah, believe it when I say Everything will be alright Gonna stay right here when your sun don't shine While your head's still up in the clouds For crying out loud Hey Now Now Don't you know It's not really that complicated Hey Now Now When you come and go It's so hard for me to sleep at night Hey Now Now Listen you Think of all of the time we've wasted Don't ask how but dreams come true And we'll find a way to make it right And if you think that innocence is dead I'll say it's all inside your head I've got to tell you how I feel And you know we're gonna make it for real Meet me halfway We can't help but come together I'll make you happy I'll show you what this love's about Hey Now Now Don't you know It's not really that complicated Hey Now Now When you come and go It's so hard for me to sleep at night Hey Now Now Listen you Think of all of the time we've wasted Don't ask how but dreams come true And we'll find a way to make it right",Talking Heads
"Signs, signs are lost Signs disappeared Turn invisible Got no sign Somebody got busted Got a face of stone and a Ghostwritten biography Dogs started rushin' in Hungry for some food Dogs started twitching And they're looking at you It was light by five Torn all apart All in the name of democracy He's hurt, he's dying Claimed he was a terrorist Claimed to avert a catastrophe Someone should've told him That the buck stops here No one ever said That he was involved with thieves They're blind, blind Blind, blind, blind, blind, blind Blind, blind Blind, blind, blind, blind, blind No sense of harmony, no sense of time Don't mention harmony, say ""What is it? What is it? What is it?"" Give a little shock, and he raises his hand Somebody shouts out, says ""What is it? What is it? What is it?"" He was shot down in the night! People ride by but his body's still alive The girl in the window, what has she done? She looks down at me and says ""I don't wanna die!"" And I'm blind, blind Blind, blind, blind, blind, blind Blind, blind Blind, blind, blind, blind, blind Somebody could have told us where they go Crawling all around looking for foot, foot, footprints Now tell me what the hell have we become? Some dirty little bastards, what the hell is going on? No sense of harmony, no sense of time Don't mention harmony, say ""What is it? What is it? What is it?"" Give a little shock, and he raises his hand Somebody shouts out, says ""What is it? What is it? What is it?"" He was shot down in the night People ride by but his body's still alive Girl in the window what has she done? She looks down at me and says ""I don't want to die!"" An' it's blind and they're blind Blind, blind, blind, blind, blind Blind, blind Blind, blind, blind, blind, blind Blind, blind Blind, blind, blind, blind, blind And I'm blind, blind Blind, blind, blind, blind, blind",Talking Heads
"Hey! And she was lying in the grass And she could hear the highway breathing And she could see a nearby factory She's making sure she is not dreaming See the lights of a neighbor's house Now she's starting to rise Take a minute to concentrate And she opens up her eyes The world was moving she was right there with it and she was The world was moving she was floating above it and she was And she was And she was drifting through the backyard And she was taking off her dress And she was moving very slowly Rising up above the earth Moving into the universe and she's Drifting this way and that Not touching the ground at all and she's Up above the yard The world was moving, she was right there with it and she was (Hey, hey) The world was moving, she was floating above it and she was (Hey, hey, hey) She was proud about it, no doubt about it She isn't sure about what she's done No time to think about what to tell him No time to think about what she's done and she was (Hey hey, hey hey, hey) And she was looking at herself And things were looking like a movie She had a pleasant elevation She's moving out in all directions oh, oh oh Hey, hey, hey Hey-hey, hey, hey Hey, hey, hey-hey hey! Hey, hey, hey Hey-hey, hey, hey Hey, hey, hey-hey hey! The world was moving, she was right there with it and she was (Hey, woo hoo) The world was moving, she was floating above it and she was (Hey, hey) Joining the world of missing persons and she was Missing enough to feel all right and she was And she was And she was And she was And she was And she was Hey! And she was! And she was And she was!",Talking Heads
"Here we stand Like an Adam and an Eve Waterfalls The Garden of Eden Two fools in love So beautiful and strong The birds in the trees Are smiling upon them From the age of the dinosaurs Cars have run on gasoline Where, where have they gone? Now, it's nothing but flowers There was a factory Now there are mountains and rivers you got it, you got it We caught a rattlesnake Now we got something for dinner we got it, we got it There was a shopping mall Now it's all covered with flowers you've got it, you've got it If this is paradise I wish I had a lawnmower you've got it, you've got it Years ago I was an angry young man I'd pretend That I was a billboard Standing tall By the side of the road I fell in love With a beautiful highway This used to be real estate Now it's only fields and trees Where, where is the town Now, it's nothing but flowers The highways and cars Were sacrificed for agriculture I thought that we'd start over But I guess I was wrong Once there were parking lots Now it's a peaceful oasis you got it, you got it This was a Pizza Hut Now it's all covered with daisies you got it, you got it I miss the honky tonks, Dairy Queens, and 7-Elevens you got it, you got it And as things fell apart Nobody paid much attention you got it, you got it I dream of cherry pies, Candy bars, and chocolate chip cookies you got it, you got it We used to microwave Now we just eat nuts and berries you got it, you got it This was a discount store, Now it's turned into a cornfield you got it, you got it Don't leave me stranded here I can't get used to this lifestyle",Talking Heads
"I'm wearin' Fur pyjamas I ride a Hot Potata' It's tickling my fancy Speak up, I can't hear you Here on this mountaintop Woahoho I got some wild, wild life I got some new to tell ya Woahoho About some wild, wild life Here comes the doctor in charge Woahoho She's got some wild, wild life Ain't that the way you like it? Ho, ha! Living wild, wild life. I wrestle, with your conscience You wrestle, with your partner Sittin' on a window sill, but he Spends time behind closed doors Check out Mr. Businessman Oh, ho ho He bought some wild, wild life On the way to the stock exchange Oh, ho ho He got some wild, wild life Break it up when he opens the door Whoahoho He's doin' wild, wild life I know that's the way you like it Wo ho Living wild, wild life Peace of mind? Piece of cake! Thought control! You get on board anytime you like Like sittin' on pins and needles Things fall apart, it's scientific Sleeping on the interstate Woah ho ah Getting wild, wild life Checkin' in, a checkin' out! Uh, huh! I got a wild, wild life Spending all of my money and time Oh, ho ho Done too much wild, wild We want to go, where we go, where we go Oh, ho ho! I doing wild, wild I know it, that's how we start Uh, huh Got some wild, wild life Take a picture, here in the daylight Oh, ho! And it's a wild, wild life You've grown so tall, you've grown so fast Oh, ho ho Wild, wild I know that's the way you like it Oh, ho! Living wild wild wild wild, life.",Talking Heads
Watch out you might get what you're after Boom babies strange but not a stranger I'm an ordinary guy Burning down the house Hold tight wait till the party's over Hold tight We're in for nasty weather There has got to be a way Burning down the house Here's your ticket pack your bag Time for jumpin' overboard The transportation is here Close enough but not too far Maybe you know where you are Fightin' fire with fire All wet! Hey you might need a raincoat Shakedown! Dreams walking in broad daylight Three hun-dred six-ty five de-grees Burning down the house It was once upon a place sometimes I listen to myself Gonna come in first place People on their way to work and baby what did you except Gonna burst into flame My house! Is out of the ordinary That's right! Don't wanna hurt nobody Some things sure can sweep me off my feet Burning down the house No visible means of support and you have not seen nothin' yet Everything's stuck together And I don't know what you expect starring into the TV set Fighting fire with fire,Talking Heads
"You may find yourself living in a shotgun shack And you may find yourself in another part of the world And you may find yourself behind the wheel of a large automobile You may find yourself in a beautiful house, with a beautiful wife You may ask yourself, ""Well, how did I get here?"" Letting the days go by, let the water hold me down Letting the days go by, water flowing underground Into the blue again, after the money's gone Once in a lifetime, water flowing underground And you may ask yourself, ""How do I work this?"" And you may ask yourself, ""Where is that large automobile?"" And you may tell yourself, ""This is not my beautiful house"" And you may tell yourself, ""This is not my beautiful wife"" Letting the days go by, let the water hold me down Letting the days go by, water flowing underground Into the blue again, after the money's gone Once in a lifetime, water flowing underground Same as it ever was, same as it ever was, same as it ever was Same as it ever was, same as it ever was, same as it ever was Same as it ever was, same as it ever was Water dissolving and water removing There is water at the bottom of the ocean Under the water, carry the water Remove the water from the bottom of the ocean Water dissolving and water removing Letting the days go by, let the water hold me down Letting the days go by, water flowing underground Into the blue again, into the silent water Under the rocks and stones, there is water underground Letting the days go by, let the water hold me down Leting the days go by, water flowing underground Into the blue again, after the money's gone Once in a lifetime, water flowing underground You may ask yourself, ""What is that beautiful house?"" You may ask yourself, ""Where does that highway go to?"" You may ask yourself, ""Am I right, am I wrong?"" You may say to yourself, ""My God! What have I done?"" Letting the days go by, let the water hold me down Letting the days go by, water flowing underground Into the blue again, into the silent water Under the rocks and stones, there is water underground Letting the days go by, let the water hold me down Letting the days go by, water flowing underground Into the blue again, after the money's gone Once in a lifetime, water flowing underground Same as it ever was, same as it ever was Same as it ever was, look where my hand was Time isn't holding up, time isn't after us Same as it ever was, same as it ever was Same as it ever was, same as it ever was Same as it ever was, same as it ever was Same as it ever was, hey let's all twist our thumbs Here comes the twister Letting the days go by Letting the days go by Once in a lifetime Let the water hold me down Letting the days go by",Talking Heads
"Home is where I want to be Pick me up and turn me around I feel numb, born with a weak heart I guess I must be having fun The less we say about it the better Make it up as we go along Feet on the ground, head in the sky It's okay, I know nothing's wrong, nothing Oh! I got plenty of time Oh! You got light in your eyes And you're standing here beside me I love the passing of time Never for money, always for love Cover up and say goodnight, say goodnight Home, is where I want to be But I guess I'm already there I come home, she lifted up her wings I guess that this must be the place I can't tell one from the other I find you, or you find me? There was a time before we were born If someone asks, this is where I'll be, where I'll be oh! We drift in and out Oh! Sing into my mouth Out of all those kinds of people You got a face with a view I'm just an animal looking for a home and Share the same space for a minute or two And you love me till my heart stops Love me till I'm dead Eyes that light up Eyes look through you Cover up the blank spots Hit me on the head I got ooh!",Talking Heads
"Oh, oh, Oh, oh, she's my neighbour Fill my cup, I'll bet you baby She'll fill it up She'll drop the sugar on my tongue Will she gimme gimme gimme some She's gonna put sugar on my tongue She's gonna gimme gimme gimme some She'll put it right there on my tongue Put it right there on my tongue Sweet sweet, lover lover Never never never find another to put sugar on my tongue Gimme gimme gimme some Is she gonna put sugar on my tongue? Is she gonna gimme gimme gimme some? She'll put it right there on my tongue Put it right there on my tongue I've been waiting years and years Finally I see that you appear My friends are here, and they ask of me 'Is this the time that we're gonna see her put the sugar on my tongue?' Is she gonna put sugar on my tongue? Is she gonna put sugar on my tongue? Is she gonna gimme gimme some? She'll put it right there on my tongue put it right there on my tongue Sugar on my tongue Oh, oh, oh...",Talking Heads
"Falling, falling Gonna drop like a stone I'm falling through the atmosphere On a warm afternoon If lovers discover That everyone dies So don't tell me, please hold me It's a dangerous life Daddy dear Let's get outta here I'm scared Ten o'clock Nighttime in New York It's weird If you're looking for trouble Well, that's what you will find Mom and Pop They will fuck you up For sure Love so deep Kills you in your sleep It's true Love keeps us together And love keeps us alive And we are criminals that never broke no laws And all we needed was a net to break our fall They're searching for diamonds They're grabbin' at straws Sex 'n' sin Sax 'n' violins It's hell Wooden heads Furniture with legs For sale Love keeps us together And love will drive us insane And we are criminals that never broke no laws And all we needed was a net to break our fall Going home Back where I belong To stay Rays of light They will turn the light To day Birds travel together Birds follow the sun And I am watching as the birds go flying home",Talking Heads
"I'm hanging round the airport I'm waiting for the plane Mmm, something sweet and sticky Runnin'down my hand Popsicle of love Gimme gimme gimme one of those (It's summertime, boy!) coconut delight Honey honey honey don't let go (It's summertime, love) Mmm, a kinky little sister Mmm, a-wearin' rubber gloves A sexual health emergency A copulation fantasy You and me, ecstasy Hate to be reality Popsicle of love Gimme gimme gimme one of those (hoo!) (It's summertime, boy!) I'm taking off my clothes Honey honey honey don't let go (It's summertime, love) Ask, it shall be given Pay, and ye shall receive Cigarettes and pantyhose Hit me in the funny bone Hynie hole Tootsie roll Jelly roll Time to go Popsicle of love Gimme gimme gimme one of those (It's summertime, boy!) coconut delight Honey honey honey don't let go (It's summertime, love) I'm throwing up my hands Buddy buddy, what's wrong with you (It's summertime, boy!) I'm blowing up my mind Lemme lemme see what I can do (It's summertime, boy!)",Talking Heads
"I have tried marijuana I get nervous every time There will come a knockin' at the door Why is everybody makin' eyes at me? I don't want to know Excuse and pardon me Stay for a while Maybe we'll never meet again I can see my lifetime piling up I can see the days turn into nights I can see the people on the street Open those windows up A hundred floors below me Pilin' those houses up Pilin' them higher, higher, higher I can feel them swayin' back and forth Building it higher, higher This tower's learning over I got bad coordination Stuck a pencil in my eye I can hardly wait to get back home Why is everybody gettin' paranoid? I's only havin' fun Scum-bags and superstars Tell me your names I'll make a bet, you're Both the same I can see my lifetime pilin' up Reaching from my bedroom to the stars I can see the house where I was born When I was growin' up - they say that I could never keep my trousers up I remember days and crazy nights Are there any pirates on this ship? And if they sober up - they'll have us Home by morning Cry, cry, cry It's just you and I Like an automobile With no one at the wheel Spinning out of control We're all over the road In our sexy machine All the passengers scream Scream, scream! I can see my lifetime pilin' up I can see it smashin' into yours It was not an accident at all Open your window up - I hear you laughin' Goin' one, two, three, four, five Goin' from the bottom to the top Maybe I'm holding on too tight And now I'm growin' up I got a funny feeling Pilin' those houses up Pilin' them higher, higher, higher Building that highway to the stars And turning the music up - Hey! I got a winning number",Talking Heads
"Heard of a van that is loaded with weapons Packed up and ready to go Heard of some grave sites, out by the highway A place where nobody knows The sound of gunfire, off in the distance I'm getting used to it now Lived in a brownstone, I lived in the ghetto I've lived all over this town This ain't no party, this ain't no disco This ain't no fooling around No time for dancing, or lovey dovey I ain't got time for that now Transmit the message, to the receiver Hope for an answer some day I got three passports, couple of visas Don't even know my real name High on a hillside, trucks are loading Everything's ready to roll, I, I I sleep in the daytime, I work in the nigh time I might not ever get home This ain't no party, this ain't no disco This ain't no fooling around This ain't no mud club, or C. B. G. B. I ain't got time for that now This ain't no party, this ain't no disco This ain't no fooling around No time for dancing, or lovey dovey I ain't got time for that now Heard about Houston? Heard about Detroit? Heard about Pittsburgh, PA? You ought to know not to stand by the window Somebody see you up there I got some groceries, some peanut butter To last a couple of days But I ain't got no speakers Ain't got no headphones Ain't got no records to play Why stay in college? Why go to night school? Gonna be different this time? Can't write a letter, can't send a postcard I can't write nothing at all This ain't no party, this ain't no disco This ain't no fooling around I'd love you hold you, I'd like to kiss you But I ain't got no time for that now Trouble in transit, got through the roadblock We blended in with the crowd We got computers, we're tapping phone lines I know that ain't allowed We dress like students, we dress like housewives Or in a suit and a tie I changed my hairstyle so many times now Don't know what I look like You make me shiver, I feel so tender We make a pretty good team Don't get exhausted, I'll do some driving You ought to get you some sleep Burned all my notebooks, what good are notebooks? They won't help me survive My chest is aching, and it burns like a furnace The burning keeps me alive",Talking Heads
I wish you wouldn't say that I thought I'd have to come right over I thought I made it clear enough I guess I'll have to make it clearer Say something to change your mind Bring me back the way I used to be If it takes forever that's all right Say the words that I've been trying to hear I wish you didn't tell her I thought o'd have to come right over I thought I'd have to make it clearer Now jimmy's coming over There are places that I won't forget And I guess I'm never going back Guess it's information that I lack I've told lies without a hint or regret I wish you wouldn't say that I wish you wouldn't say that I wish you wouldn't say that I wish you wouldn't say that I wish you wouldn't say that I wish you wouldn't say that I wish you wouldn't say that...,Talking Heads
"I want to live, to feel a face that isn't there I want to live I roll over and you're not there I'm only standing on the shore I had some friends but I want more mmmmm I see the future and it's all mine Want to be perfect, I'm taking my time I'll try not to act like I'm so far away I try to be right in whatever I say Deeper feelings recur again &amp; again &amp; again &amp; again A complex spiral leads me to spin... I want to live To see the earth turn one more time I want to live To feel a hand that isn't mine I'm only standing on the shore I had some fun but I want more I'll try not to act like I'm so far away I try to be right in whatever I say Deeper feelings recur again &amp; again &amp; again &amp; again A complex spiral leads me to spin... Mmmm...",Talking Heads
